url,price_cleaned,period,title,property_type,bedrooms,bathrooms,property_address,size_sqm,self_contained,condition,furnishing,toilets,legal_and_agreement_fee,caution_fee,minimum_rental_period,amenities_count,amenities,estate_name,agency_fee,total_fee,service_charge_fee,service_charge_covers,subtype
https://jiji.ng/gudu/houses-apartments-for-rent/4bdrm-duplex-in-apo-dutse-by-gudu-for-rent-fKghAbFN4SpqGvtTjZ3SBL5I.html?page=2&pos=4&cur_pos=4&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=294,13500000,per annum,"4bdrm Duplex in Apo Dutse By, Gudu for rent",Duplex,4,5,Apo Dutse By Apo legislative,10,,Newly-Built,Unfurnished,5,10,600000,12 Month,9,"Balcony, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",APO DUTSE BY LEGISLATIVE,15,600025,360000,"Security, cleaning, monitoring of the environment.",
https://jiji.ng/port-harcourt/houses-apartments-for-rent/1bdrm-block-of-flats-in-eneka-port-harcourt-for-rent-zYZDlVKPnFMgHLGZiILOSnLX.html?page=11&pos=24&cur_pos=24&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=263,1000000,per annum,"1bdrm Block of Flats in Eneka, Port-Harcourt for rent",Block of Flats,1,1,Eneka,465,,Fairly Used,Semi-Furnished,2,,,12 Month,11,"24-hour Electricity, Balcony, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Eneka,,,,,
https://jiji.ng/ibadan/houses-apartments-for-rent/2bdrm-apartment-in-akala-express-ibadan-for-rent-wob7JOPIavBIzeR9q16fNWuv.html?page=2&pos=20&cur_pos=20&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=310,1100000,per annum,"2bdrm Apartment in Akala Express, Ibadan for rent",Apartment,2,2,"Akogi jankata , kuola akala express",450,,Newly-Built,Unfurnished,3,,,12 Month,7,"Balcony, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Akala Express,,,,,
https://jiji.ng/lekki/houses-apartments-for-rent/furnished-4bdrm-duplex-in-lekki-county-for-rent-nGwdgZrJdLX6y33aoAUHLxyQ.html?page=7&pos=9&cur_pos=9&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=419,12000000,per annum,Furnished 4bdrm Duplex in Lekki County for rent,Duplex,4,4,Lekki,1000,,Newly-Built,Furnished,5,10,10,12 Month,13,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Lekki county,10,30,,,
https://jiji.ng/old-ikoyi/houses-apartments-for-rent/furnished-4bdrm-townhouse-terrace-in-old-ikoyi-for-rent-qgWD5LfNW34bc5gg19hO4blj.html?page=9&pos=11&cur_pos=11&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=469,60000000,per annum,Furnished 4bdrm Townhouse / Terrace in Old Ikoyi for rent,Townhouse / Terrace,4,4,"McDonald Road, Old Ikoyi, Lagos",500,,Fairly Used,Furnished,4,,,12 Month,14,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, Wardrobe",,,,2000000,,Semi-Detached
https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-port-harcourt-for-rent-oWFEiBxI584behD0200NAwwL.html?page=7&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=159,1500000,per annum,3bdrm Block of Flats in Port-Harcourt for rent,Block of Flats,3,4,Rumukurushi New layout,465,,Newly-Built,Unfurnished,,,,,0,,,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-4bdrm-duplex-in-jepther-east-west-port-harcourt-for-rent-6pKGurCjgnP2kHsr7OmnyHif.html?page=7&pos=22&cur_pos=22&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=165,6500000,per annum,"Furnished 4bdrm Duplex in Jepther East West, Port-Harcourt for rent",Duplex,4,5,Jepther East West road,555,,Fairly Used,Furnished,,,,,0,,Jepther East West road,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-mercy-land-port-harcourt-for-rent-C6my8V6PFVCRsBx2f4CcInYP.html?page=3&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=63,4000000,per annum,"3bdrm Block of Flats in Mercy Land, Port-Harcourt for rent",Block of Flats,3,4,NTA Apara,655,,Fairly Used,Unfurnished,,,,,9,"24-hour Electricity, Balcony, Chandelier, Dining Area, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Wardrobe",Mercy land,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-dap-estate-port-harcourt-for-rent-sAMEBom9sRsZrIIZIyWjWFle.html?page=5&pos=13&cur_pos=13&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=108,2000000,per annum,"2bdrm Block of Flats in Dap Estate, Port-Harcourt for rent",Block of Flats,2,3,Chinda by ada George,555,,Fairly Used,Unfurnished,,,,,0,,Dap estate,,,,,
https://jiji.ng/wuye/houses-apartments-for-rent/2bdrm-apartment-in-wuye-for-rent-uAW70walbujY4pD8G2Ujg0sY.html?page=8&pos=10&cur_pos=10&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=444,6500000,per annum,2bdrm Apartment in Wuye for rent,Apartment,2,2,Wuye main,250,,Newly-Built,Unfurnished,3,,,12 Month,10,"24-hour Electricity, Balcony, Dining Area, Hot Water, Kitchen Shelf, Kitchen Cabinets, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-duplex-in-shell-corporative-port-harcourt-for-rent-wHOQPwU5VVbgwnd55dJZOh7F.html?page=4&pos=5&cur_pos=5&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=76,4000000,per annum,"3bdrm Duplex in Shell Corporative, Port-Harcourt for rent",Duplex,3,4,Off eliozu road,465,,Fairly Used,Unfurnished,,,,,9,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Pop Ceiling, Pre-Paid Meter, Wardrobe",Shell corporative,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-stadium-road-port-harcourt-for-rent-s96icblqpZlC7KpmNuU7xNQb.html?page=3&pos=17&cur_pos=17&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=64,7000000,per annum,"4bdrm Duplex in Stadium Road, Port-Harcourt for rent",Duplex,4,5,Stadium road,465,,Fairly Used,Unfurnished,,,,,0,,Stadium road,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-port-harcourt-for-rent-7oplfq1hQ1Jdltos0f56spsM.html?page=6&pos=15&cur_pos=15&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=134,2500000,per annum,2bdrm Block of Flats in Port-Harcourt for rent,Block of Flats,2,3,Shell corporative,465,,Newly-Built,Unfurnished,,,,,0,,,,,,,
https://jiji.ng/abuloma/houses-apartments-for-rent/2bdrm-bungalow-in-abuloma-for-rent-3aN1GBCSnBcPPgk84rxOX3Zi.html?page=11&pos=6&cur_pos=6&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=245,1500000,per annum,2bdrm Bungalow in Abuloma for rent,Bungalow,2,3,Abuloma,465,Yes,Fairly Used,Unfurnished,,,,12 Month,0,,,,,,,Semi-Detached
https://jiji.ng/obafemi-owode/houses-apartments-for-rent/2bdrm-apartment-in-igodo-obafemi-owode-for-rent-oMKvtnOFWsozW8DktaYLH66r.html?page=6&pos=18&cur_pos=18&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=404,800000,per annum,"2bdrm Apartment in Igodo, Obafemi-Owode for rent",Apartment,2,1,Magboro,648,,Fairly Used,Semi-Furnished,1,,,12 Month,7,"Balcony, Dining Area, Dishwasher, Kitchen Cabinets, Kitchen Shelf, Tiled Floor, Wardrobe",Igodo,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-duplex-in-port-harcourt-for-rent-CkZGkPvtu4NloAIlmLY4xAnA.html?page=9&pos=15&cur_pos=15&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=206,3500000,per annum,2bdrm Duplex in Port-Harcourt for rent,Duplex,2,2,Sars road,465,,Newly-Built,Unfurnished,2,,,,0,,,,,,,
https://jiji.ng/abraham-adesanya-estate/houses-apartments-for-rent/3bdrm-block-of-flats-in-thomas-estate-for-rent-lkxEeP9S9rwIe1Ica9OWMdj0.html?page=6&pos=8&cur_pos=8&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=394,4000000,per annum,3bdrm Block of Flats in Thomas Estate for rent,Block of Flats,3,3,"Florence Omotola Close, Thomas Estate, Lagos",1200,Yes,Renovated,Semi-Furnished,3,10,500000,12 Month,8,"Balcony, Dining Area, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Thomas Estate,10,500020,,,
https://jiji.ng/osapa-london/houses-apartments-for-rent/furnished-4bdrm-duplex-in-osapa-london-for-rent-clULUBX2rptx2LYmLqW2f4iJ.html?page=7&pos=21&cur_pos=21&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=431,15000000,per annum,Furnished 4bdrm Duplex in Osapa london for rent,Duplex,4,4,canal west estate Osapa lekki,350,,Fairly Used,Furnished,5,1500000,1500000,,17,"Air Conditioning, 24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe, Wi-Fi",,1500000,4500000,,,
https://jiji.ng/abijo/houses-apartments-for-rent/3bdrm-duplex-in-gra-2-abijo-for-rent-tvURYUFWv2lpz6Zd6fNYwJhb.html?page=4&pos=12&cur_pos=12&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=350,4500000,per annum,"3bdrm Duplex in Gra 2, Abijo for rent",Duplex,3,3,Abijo,1000,,Newly-Built,Semi-Furnished,4,,,,11,"Hot Water, Dishwasher, Dining Area, Chandelier, Balcony, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",GRA 2,,,450000,Estate and facility management,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-6bdrm-duplex-in-iwofe-port-harcourt-for-rent-dxLd06TzzbEvWlhQpnY0zjHi.html?page=2&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=39,7000000,per annum,"Furnished 6bdrm Duplex in Iwofe, Port-Harcourt for rent",Duplex,6,7,St john Iwofe,555,,Fairly Used,Furnished,,,,,0,,IWOFE,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-duplex-in-oasis-garden-estate-port-harcourt-for-rent-hcl7XpklA2AhVikCOmQLHhPp.html?page=1&pos=11&cur_pos=11&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=10,3500000,per annum,"2bdrm Duplex in Oasis Garden Estate, Port-Harcourt for rent",Duplex,2,3,"Eliozu, Port Harcourt",465,,Newly-Built,Unfurnished,3,,,,11,"24-hour Electricity, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Oasis Garden Estate,,,,,
https://jiji.ng/katampe-extension/houses-apartments-for-rent/3bdrm-block-of-flats-in-bricks-apartment-katampe-extension-for-rent-rsA4XhYxGOgdvySMyW0nro9V.html?page=4&pos=22&cur_pos=22&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=360,15000000,per annum,"3bdrm Block of Flats in Bricks Apartment, Katampe Extension for rent",Block of Flats,3,3,Katampe Extension (Diplomatic Zone),500,,Newly-Built,Unfurnished,4,1500000,1000000,,11,"Balcony, Dining Area, Kitchen Cabinets, Hot Water, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe, Air Conditioning",Bricks Apartment,1500000,4000000,5000000,"lighting and cleaning of common areas,waste disposal,uniform security guards, diesel deposit.",
https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-port-harcourt-for-rent-eKGs0vCqO0eILm9Qm5POrv0c.html?page=4&pos=24&cur_pos=24&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=95,2500000,per annum,3bdrm Block of Flats in Port-Harcourt for rent,Block of Flats,3,4,Rumukurushi new layout,465,,Fairly Used,Unfurnished,,,,,0,,,,,,,
https://jiji.ng/ph-gra-phase-3/houses-apartments-for-rent/3bdrm-block-of-flats-in-gra-phase-3-port-harcourt-for-rent-n2hNmNFxpvMTg2osQhUMB3xC.html?page=5&pos=4&cur_pos=4&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=99,4000000,per annum,3bdrm Block of Flats in GRA Phase 3 / Port-Harcourt for rent,Block of Flats,3,4,GRA,465,,Fairly Used,Unfurnished,,,,,0,,,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-bungalow-in-port-harcourt-for-rent-llRdhOGGHqnOP2EjcBhc5I8s.html?page=2&pos=19&cur_pos=19&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=42,3000000,per annum,3bdrm Bungalow in Port-Harcourt for rent,Bungalow,3,4,Rukporkwu,465,,Fairly Used,Unfurnished,,,,,0,,,,,,,
https://jiji.ng/eko-atlantic/houses-apartments-for-rent/4bdrm-apartment-in-eko-atlantic-for-rent-4crLwHEJmjPcYsvLRlWu5ZCb.html?page=9&pos=8&cur_pos=8&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=466,100000000,per annum,4bdrm Apartment in Eko Atlantic for rent,Apartment,4,4,Eko Atlantic,200,,Newly-Built,Unfurnished,5,,,,16,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, Wardrobe, Wi-Fi",,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/1bdrm-bedsitter-in-rumunduru-port-harcourt-for-rent-s8bRlBpVtWofHAejAs5QFXJS.html?page=12&pos=3&cur_pos=3&ads_per_page=3&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=266,800000,per annum,"1bdrm Bedsitter in Rumunduru, Port-Harcourt for rent",Bedsitter,1,1,Rumunduru,465,,Newly-Built,Semi-Furnished,1,,,12 Month,9,"24-hour Electricity, Balcony, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Rumunduru,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/furnished-5bdrm-duplex-in-woji-estate-port-harcourt-for-rent-54ox65CVA4pCCpRYvvsBQRu9.html?page=6&pos=4&cur_pos=4&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=123,6000000,per annum,"Furnished 5bdrm Duplex in Woji Estate, Port-Harcourt for rent",Duplex,5,6,Woji,465,,Fairly Used,Furnished,7,,,,16,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe",Woji estate,,,,,
https://jiji.ng/wuye/houses-apartments-for-rent/1bdrm-room-parlour-in-wuye-for-rent-wy91KxnZYoF0EwgVQViIYdcv.html?page=5&pos=9&cur_pos=9&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=371,4000000,per annum,1bdrm Room & Parlour in Wuye for rent,Room & Parlour,1,1,Wuye by Zartech,250,,Newly-Built,Unfurnished,1,400000,,12 Month,6,"Tiled Floor, Pop Ceiling, Pre-Paid Meter, Kitchen Shelf, Kitchen Cabinets, Hot Water",,400000,,400000,"Cleaning of common areas 
waste management 
security 
water bill",
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-block-of-flats-in-salvation-close-port-harcourt-for-rent-44FIijgyom8aQJUgn9ATf3tH.html?page=1&pos=6&cur_pos=6&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=5,3000000,per annum,"2bdrm Block of Flats in Salvation Close, Port-Harcourt for rent",Block of Flats,2,2,Woji,600,No,Newly-Built,Unfurnished,3,,,12 Month,9,"24-hour Electricity, Balcony, Chandelier, Dining Area, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Salvation Close,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/2bdrm-apartment-in-port-harcourt-for-rent-ze7fAcdl0zZFwzqVOJ7bhoy9.html?page=9&pos=16&cur_pos=16&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=207,3000000,per annum,2bdrm Apartment in Port-Harcourt for rent,Apartment,2,2,"Royal Estate, Eneka, Port Harcourt",465,,Newly-Built,Unfurnished,3,,,,7,"Dining Area, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",,,,300000,"Security (external and internal)
waste disposal 
cleaning of common areas
pumping of water",
https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-gbalajam-woji-port-harcourt-for-rent-kl3fegh8iPa8TqVYmSTZYdOt.html?page=11&pos=23&cur_pos=23&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=262,8500000,per annum,"4bdrm Duplex in Gbalajam Woji, Port-Harcourt for rent",Duplex,4,5,Woji,2000,,Newly-Built,Semi-Furnished,5,,,12 Month,16,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe",Gbalajam Woji,,,,,
https://jiji.ng/old-gra/houses-apartments-for-rent/3bdrm-block-of-flats-in-old-gra-for-rent-8MB8CxibOwTNSbej7GjAYlkH.html?page=3&pos=4&cur_pos=4&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=51,6000000,per annum,3bdrm Block of Flats in Old GRA for rent,Block of Flats,3,4,Behind governor house,465,,Newly-Built,Unfurnished,,50000000,,,13,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",,1000000,,,Generator maintenance and fueling,
https://jiji.ng/eliozu/houses-apartments-for-rent/3bdrm-block-of-flats-in-eliozu-for-rent-fLC3kwvT0Dp7VnWOrPqUtutY.html?page=4&pos=15&cur_pos=15&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=86,3500000,per annum,3bdrm Block of Flats in Eliozu for rent,Block of Flats,3,4,Eligbolo off eliozu flyover East West road,555,,Fairly Used,Unfurnished,,,,,0,,,,,,,
https://jiji.ng/old-gra/houses-apartments-for-rent/3bdrm-apartment-in-old-gra-for-rent-r3X74UG5ES17tgVvUUotRl1i.html?page=10&pos=14&cur_pos=14&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=229,6000000,per annum,3bdrm Apartment in Old GRA for rent,Apartment,3,4,Off William Jumbo Street Old GRA Port Harcourt,4521,Yes,Newly-Built,Semi-Furnished,4,600000,500000,,10,"24-hour Electricity, Balcony, Dining Area, Chandelier, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Wardrobe",,600000,1700000,5800000,"Electricity wxt Backup Generator, waste disposal, security, waster supply, cleaning of compound and common areas",
https://jiji.ng/oluyole-estate/houses-apartments-for-rent/3bdrm-block-of-flats-in-oluyole-estate-for-rent-dTsgSOhlHZSUCyaxcBRJQyQE.html?page=3&pos=20&cur_pos=20&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=334,2000000,per annum,3bdrm Block of Flats in Oluyole Estate for rent,Block of Flats,3,3,"Promise Land Estate, Elebu Oluyole Extension",600,,Fairly Used,Unfurnished,3,,,12 Month,0,,,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-duplex-in-cocaine-estate-port-harcourt-for-rent-jFAFDl3cFGY6Tgl0Gav9nOOg.html?page=4&pos=21&cur_pos=21&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=92,8000000,per annum,"4bdrm Duplex in Cocaine Estate, Port-Harcourt for rent",Duplex,4,5,Rumuogba,465,,Newly-Built,Unfurnished,,,,,0,,Cocaine Estate,,,,,
https://jiji.ng/asokoro/houses-apartments-for-rent/furnished-4bdrm-duplex-in-asokoro-for-rent-1IHN76gIOkQIOhXXRjI3FQz7.html?page=6&pos=2&cur_pos=2&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=388,32000000,per annum,Furnished 4bdrm Duplex in Asokoro for rent,Duplex,4,4,Naf valley estate,900,,Newly-Built,Furnished,5,,,,13,"Air Conditioning, Balcony, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Microwave, Pop Ceiling, Pre-Paid Meter, Refrigerator, Tiled Floor, TV, Wardrobe",,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/1bdrm-block-of-flats-in-eneka-port-harcourt-for-rent-s90ivnDGDnsKf4pusGVbXTBL.html?page=11&pos=18&cur_pos=18&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=257,700000,per annum,"1bdrm Block of Flats in Eneka, Port-Harcourt for rent",Block of Flats,1,1,Eneka,465,,Fairly Used,Semi-Furnished,1,,,12 Month,11,"24-hour Electricity, Balcony, Chandelier, Dining Area, Dishwasher, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",Eneka,,,,,
https://jiji.ng/omole-phase-1/houses-apartments-for-rent/5bdrm-duplex-in-omole-gra-ph-1-ikeja-for-rent-mmNiGiIxZDA6cm2jA5EKmlEu.html?page=8&pos=3&cur_pos=3&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=437,20000000,per annum,5bdrm Duplex in Omole Gra Ph 1 Ikeja for rent,Duplex,5,5,Omole Estate Phase 1,400,,Fairly Used,Semi-Furnished,8,2000000,1000000,12 Month,10,"Pre-Paid Meter, Dining Area, Tiled Floor, 24-hour Electricity, Kitchen Cabinets, Kitchen Shelf, Wardrobe, Hot Water, Pop Ceiling, Balcony",Omole GRA Ph 1 Ikeja,2000000,5000000,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/4bdrm-bungalow-in-port-harcourt-for-rent-upZGu2LUxebLosC7WtUAZM2a.html?page=2&pos=3&cur_pos=3&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=26,4000000,per annum,4bdrm Bungalow in Port-Harcourt for rent,Bungalow,4,5,Rukporkwu Eneka,465,,Fairly Used,Unfurnished,,,,,0,,,,,,,Detached
https://jiji.ng/gaduwa/houses-apartments-for-rent/4bdrm-duplex-in-gaduwa-for-rent-p9ZyJSAbVj3Fxjlix4FjUCNH.html?page=4&pos=18&cur_pos=18&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=356,7000000,per annum,4bdrm Duplex in Gaduwa for rent,Duplex,4,5,Gaduwa,500,,Newly-Built,Semi-Furnished,5,,,,0,,,,,150000,Security,
https://jiji.ng/ph-gra-phase-2/houses-apartments-for-rent/4bdrm-duplex-in-gra-phase-2-port-harcourt-for-rent-sqpZ0tiNcpKpOdqozhbld0W1.html?page=10&pos=12&cur_pos=12&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=227,10000000,per annum,4bdrm Duplex in GRA Phase 2 / Port-Harcourt for rent,Duplex,4,5,GRA Phase 2,1852,,Newly-Built,Semi-Furnished,5,1000000,,,12,"24-hour Electricity, Air Conditioning, Balcony, Chandelier, Dining Area, Hot Water, Kitchen Cabinets, Kitchen Shelf, Pop Ceiling, Pre-Paid Meter, Tiled Floor, Wardrobe",,1000000,,7800000,"Services include electricity, Security, water supply, waste disposal, cleaning of common areas and compound",
https://jiji.ng/ikate/houses-apartments-for-rent/2bdrm-apartment-in-ikate-for-rent-BoYNVhalJsAGZtvOAHAKM0MB.html?page=10&pos=6&cur_pos=6&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=488,12500000,per annum,2bdrm Apartment in Ikate for rent,Apartment,2,2,Ikate Lekki,500,,Newly-Built,Unfurnished,3,,,12 Month,0,,,,,513000,,
https://jiji.ng/toyin-street/houses-apartments-for-rent/4bdrm-duplex-in-mko-abiola-crescent-toyin-street-for-rent-a52ye1kIZCjXJtkpDUkxRlGd.html?page=8&pos=1&cur_pos=1&ads_per_page=24&ads_count=7990&lid=2h616tF1dBw_iu38&indexPosition=435,12000000,per annum,"4bdrm Duplex in Mko Abiola Crescent, Toyin Street for rent",Duplex,4,3,Mko Abiola Crescent ikeja,350,,Fairly Used,Unfurnished,,,,12 Month,0,,Mko Abiola Crescent ikeja,,,,,
https://jiji.ng/port-harcourt/houses-apartments-for-rent/3bdrm-block-of-flats-in-cocaine-village-port-harcourt-for-rent-qhBMAAqSFBR5YvxNT1TgHc4A.html?page=2&pos=20&cur_pos=20&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=43,4000000,per annum,"3bdrm Block of Flats in Cocaine Village,, Port-Harcourt for rent",Block of Flats,3,4,cocaine estate,555,,Fairly Used,Unfurnished,,,,,7,"24-hour Electricity, Air Conditioning, Chandelier, Dishwasher, Hot Water, Kitchen Cabinets, Kitchen Shelf","cocaine village, rumuogba off artillery",,,,,
https://jiji.ng/rumuigbo/houses-apartments-for-rent/2bdrm-block-of-flats-in-paradise-estate-rumuigbo-for-rent-7PMuUJxK5mkyRuwBCSuGgdHk.html?page=6&pos=19&cur_pos=19&ads_per_page=24&ads_count=339&lid=2h616tF1dBw_iu38&indexPosition=138,2000000,per annum,"2bdrm Block of Flats in Paradise Estate, Rumuigbo for rent",Block of Flats,2,3,Shell corporative eneka,455,,Newly-Built,Unfurnished,,,,,0,,Paradise estate,,,,,
