URL,Title,Price,Location,Description,Property Ref,Last Updated,Market Status,Type,Bedrooms,Bathrooms,Toilets,Parking Spaces,Total Area,Covered Area,Unnamed: 15,Servicing,Service Charge,Furnishing,Sharing,Period
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/rukpokwu/3237887-self-contain,Self Contain,"600,000","Apu Road, Rukpokwu, Port Harcourt, Rivers","Brand new virgin self contain. Luxury apartment. Wardrobe, kitchen cabinet, water heater, pop, spacious room. 600k p.a",3237887,5-Dec-25,Available,Flat / Apartment,1,1,1,,,,,Serviced,"₦150,000 per annum",,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/rukpokwu/3237887-self-contain,Self Contain,"600,000","Apu Road, Rukpokwu, Port Harcourt, Rivers","Brand new virgin self contain. Luxury apartment. Wardrobe, kitchen cabinet, water heater, pop, spacious room. 600k p.a",3237887,5-Dec-25,Available,Flat / Apartment,1,1,1,,,,,Serviced,"₦150,000 per annum",,,per annum
https://nigeriapropertycentre.com/for-rent/houses/rivers/port-harcourt/eneka/3202266-american-standard-2-bedrooms-terraced-duplex-with-24-hours-light,American Standard 2 Bedrooms Terraced Duplex With 24 Hours Light,"3,500,000","Shell Cooperative Estate, Off G U Akeh Road, Eneka Eliozu Link Road, Eneka, Port Harcourt, Rivers","American standard exotic 2 bedroom duplex with federal light.
This is a top notch duplex for premium comfort.With federal light of at least 23 hours every day.
Spacious parking space.
Just 2 tenants in the compound
Quality wardrobes and kitchen cabinets
Tarred road
Gated estate with security
Location.. shell Cooperative Estate Eneka link road.
Rent... 3.5m
For more details and video.
Contact Eduphil ..08038743912
U can visit our office @
ERIC PHILLIP LUXURY HOME LTD
No.16 IKalile Rd adjacent Salvation Ministries Church Golf estate Odili road trans amadi",3202266,15-Dec-25,Available,House,2,3,3,7,524 sqm,398 sqm,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/houses/rivers/port-harcourt/eneka/3202266-american-standard-2-bedrooms-terraced-duplex-with-24-hours-light,American Standard 2 Bedrooms Terraced Duplex With 24 Hours Light,"3,500,000","Shell Cooperative Estate, Off G U Akeh Road, Eneka Eliozu Link Road, Eneka, Port Harcourt, Rivers","American standard exotic 2 bedroom duplex with federal light.
This is a top notch duplex for premium comfort.With federal light of at least 23 hours every day.
Spacious parking space.
Just 2 tenants in the compound
Quality wardrobes and kitchen cabinets
Tarred road
Gated estate with security
Location.. shell Cooperative Estate Eneka link road.
Rent... 3.5m
For more details and video.
Contact Eduphil ..08038743912
U can visit our office @
ERIC PHILLIP LUXURY HOME LTD
No.16 IKalile Rd adjacent Salvation Ministries Church Golf estate Odili road trans amadi",3202266,15-Dec-25,Available,House,2,3,3,7,524 sqm,398 sqm,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/eneka/3254307-standard-virgin-2-bedroom-duplex-with-federal-light,Standard Virgin 2 Bedroom Duplex With Federal Light,"4,000,000","Shell Cooperative Estate Eneka Eliozu Link Road, Eneka, Port Harcourt, Rivers","Newly built standard 2-bedroom Duplex with federal light, in a gated estate with access control 4 tenants in the compound only
Rent; ₦4m
Location: Shell Cooperative Eneka Eliozu link road
For more details and inspection call Eduphil .. 08038743912",3254307,15-Dec-25,Available,Flat / Apartment,2,3,3,8,543 sqm,687 sqm,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/eneka/3254307-standard-virgin-2-bedroom-duplex-with-federal-light,Standard Virgin 2 Bedroom Duplex With Federal Light,"4,000,000","Shell Cooperative Estate Eneka Eliozu Link Road, Eneka, Port Harcourt, Rivers","Newly built standard 2-bedroom Duplex with federal light, in a gated estate with access control 4 tenants in the compound only
Rent; ₦4m
Location: Shell Cooperative Eneka Eliozu link road
For more details and inspection call Eduphil .. 08038743912",3254307,15-Dec-25,Available,Flat / Apartment,2,3,3,8,543 sqm,687 sqm,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/elimbu/3248375-a-standard-3-bedroom-flat-with-pvc-ceiling,A Standard 3 Bedroom Flat With Pvc Ceiling,"1,500,000","Oro-igwe Road, Elimbu, Port Harcourt, Rivers","The property is a well ventilated one with ample rooms, sitting rooms, wardrobe and kitchen cabinets fitted, well interlocked compound with ample parking space
Please we have full video.",3248375,11-Dec-25,Available,Flat / Apartment,3,4,4,8,900 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/elimbu/3248375-a-standard-3-bedroom-flat-with-pvc-ceiling,A Standard 3 Bedroom Flat With Pvc Ceiling,"1,500,000","Oro-igwe Road, Elimbu, Port Harcourt, Rivers","The property is a well ventilated one with ample rooms, sitting rooms, wardrobe and kitchen cabinets fitted, well interlocked compound with ample parking space
Please we have full video.",3248375,11-Dec-25,Available,Flat / Apartment,3,4,4,8,900 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/eliozu/3248386-tastefully-finished-2-bedroom-flat-with-excellent-facilities,Tastefully Finished 2 Bedroom Flat With Excellent Facilities,"2,000,000","Eliozu, Port Harcourt, Rivers","The property is a 2 Bedroom flat with excellent facilities, a virgin apartment with good access road, good power supply, Pop ceilings, modern light fittings, standard wardrobe and kitchen cabinets, water heater in the bathroom, well interlocked compound",3248386,11-Dec-25,Available,Flat / Apartment,2,3,3,8,900 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/eliozu/3248386-tastefully-finished-2-bedroom-flat-with-excellent-facilities,Tastefully Finished 2 Bedroom Flat With Excellent Facilities,"2,000,000","Eliozu, Port Harcourt, Rivers","The property is a 2 Bedroom flat with excellent facilities, a virgin apartment with good access road, good power supply, Pop ceilings, modern light fittings, standard wardrobe and kitchen cabinets, water heater in the bathroom, well interlocked compound",3248386,11-Dec-25,Available,Flat / Apartment,2,3,3,8,900 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/eliozu/3242225-beautiful-1-bedroom-flat-with-constant-light,Beautiful 1 Bedroom Flat With Constant Light,"1,500,000","Elisha Avenue Farm Road 2 Off G U Akeh Road, Eliozu, Port Harcourt, Rivers","This stunning one-bedroom flat for rent is a perfect blend of comfort and style. It features an open-plan living area with elegant decor and large windows that fill the space with natural light. The modern kitchen is equipped with top-notch appliances, ample cabinet space, and a breakfast bar, making it ideal for both cooking and entertaining.
The cozy bedroom offers a peaceful ambiance, complete with a plush bed and generous closet space for all your belongings. The contemporary bathroom is designed with luxurious fixtures, providing a spa-like experience.
Discover more
bed
Real Estate
properties
property
Bathroom furniture
Port Harcourt
commercial property
Commercial property
Bed
Quality properties for rent
One of the key highlights of this flat is the constant power supply, ensuring you have uninterrupted electricity for all your needs. Located in a desirable neighborhood, this flat is conveniently situated near local amenities, shops, and public transport, making it an excellent choice for anyone seeking a beautiful and functional living space.
For inspection call Eduphil.. 08038743912",3242225,15-Dec-25,Available,Flat / Apartment,1,1,2,12,930 sqm,684 sqm,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/eliozu/3242225-beautiful-1-bedroom-flat-with-constant-light,Beautiful 1 Bedroom Flat With Constant Light,"1,500,000","Elisha Avenue Farm Road 2 Off G U Akeh Road, Eliozu, Port Harcourt, Rivers","This stunning one-bedroom flat for rent is a perfect blend of comfort and style. It features an open-plan living area with elegant decor and large windows that fill the space with natural light. The modern kitchen is equipped with top-notch appliances, ample cabinet space, and a breakfast bar, making it ideal for both cooking and entertaining.
The cozy bedroom offers a peaceful ambiance, complete with a plush bed and generous closet space for all your belongings. The contemporary bathroom is designed with luxurious fixtures, providing a spa-like experience.
Discover more
Properties
Rivtaf Golf Estate
Quality properties for rent
commercial property
Bathroom furniture
bed
Commercial property
properties
Port Harcourt
property
One of the key highlights of this flat is the constant power supply, ensuring you have uninterrupted electricity for all your needs. Located in a desirable neighborhood, this flat is conveniently situated near local amenities, shops, and public transport, making it an excellent choice for anyone seeking a beautiful and functional living space.
For inspection call Eduphil.. 08038743912",3242225,15-Dec-25,Available,Flat / Apartment,1,1,2,12,930 sqm,684 sqm,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3237242-2-bedroom-flat,2 Bedroom Flat,"2,650,000","Amechi School Road Estate, Port Harcourt, Rivers","Brand new newly built 2 bedroom flat. Amechi school road estate, Rumuosi, Port Harcourt.
Rent 2.650m
Caution 200k
Agency 530k
Legal 265k",3237242,4-Dec-25,Available,Flat / Apartment,2,2,3,7,465 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3237242-2-bedroom-flat,2 Bedroom Flat,"2,650,000","Amechi School Road Estate, Port Harcourt, Rivers","Brand new newly built 2 bedroom flat. Amechi school road estate, Rumuosi, Port Harcourt.
Rent 2.650m
Caution 200k
Agency 530k
Legal 265k",3237242,4-Dec-25,Available,Flat / Apartment,2,2,3,7,465 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3239144-newly-built-three-3-bedroom-flat,Newly Built Three (3) Bedroom Flat,"3,000,000","Off Elikpokpodu - Obirikwerre Ring Road By Betisa Hotel, Port Harcourt, Rivers",The property is a newly built Three (3) bedroom flat; it is located within a serene neighborhood with good Proximity to the major road and adequate power supply.,3239144,17-Dec-25,Available,Flat / Apartment,3,3,4,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3239144-newly-built-three-3-bedroom-flat,Newly Built Three (3) Bedroom Flat,"3,000,000","Off Elikpokpodu - Obirikwerre Ring Road By Betisa Hotel, Port Harcourt, Rivers",The property is a newly built Three (3) bedroom flat; it is located within a serene neighborhood with good Proximity to the major road and adequate power supply.,3239144,17-Dec-25,Available,Flat / Apartment,3,3,4,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3239150-newly-built-two-2-bedroom-flats,Newly Built Two (2) Bedroom Flats,"2,300,000","Off Elikpokpodu - Obirikwerre Ring Road By Betisa Hotel, Port Harcourt, Rivers",The property is newly built Two (2) bedroom flats; located within a serene neighborhood with good Proximity to the major road and adequate power supply.,3239150,17-Dec-25,Available,Flat / Apartment,2,2,3,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3239150-newly-built-two-2-bedroom-flats,Newly Built Two (2) Bedroom Flats,"2,300,000","Off Elikpokpodu - Obirikwerre Ring Road By Betisa Hotel, Port Harcourt, Rivers",The property is newly built Two (2) bedroom flats; located within a serene neighborhood with good Proximity to the major road and adequate power supply.,3239150,17-Dec-25,Available,Flat / Apartment,2,2,3,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/3240609-a-service-open-plan-office-on-first-floor,A Service Open Plan Office On First Floor,"15,000,000","Aba Road, Port Harcourt, Rivers","Rent: 15m per year X 2 years payment, excluding other charges, Agency fee  Legal fee  contact me for viewing
Please request for a full video of the office space",3240609,11-Dec-25,Available,Office Space,,2,2,,380 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/commercial/offices/rivers/port-harcourt/3240609-a-service-open-plan-office-on-first-floor,A Service Open Plan Office On First Floor,"15,000,000","Aba Road, Port Harcourt, Rivers","Rent: 15m per year X 2 years payment, excluding other charges, Agency fee  Legal fee  contact me for viewing
Please request for a full video of the office space",3240609,11-Dec-25,Available,Office Space,,2,2,,380 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/rivers/port-harcourt/3250110-luxury-four-4-bedroom-semi-detached-duplex-with-bq,Luxury Four (4) Bedroom Semi-detached Duplex  With Bq,"12,000,000","Naf Harmony Estate,  G.u Ake Road,  Eliozu, Port Harcourt, Rivers","FOR RENT: 4 Bedroom Semi-Detached Duplex at Naf Harmony Estate,  Port Harcourt.
Features:
Serene Estate
Coperate Security
Ample parking space
1 Rooms BQ
Pantry
Visitors Toilet
All rooms ensuite
POP Ceiling
Screeded walls
Price: 12m per annum
For further enquiries /arrangement for inspection, please contact:
Chioma:08177766334(Call/WhatsApp)
Edikan:08177766339(Call/ WhatsApp)
BLUEHEDGE REALTORS
- Estate agency and Property marketing
- Real estate development and Advisory
- Tel: +2348032065685 (Call/ WhatsApp), +2348177766110-9 (Call/ WhatsApp)
- Email: info@bluehedgerealtors.com
- Website: www.bluehedgerealtors.",3250110,16-Dec-25,Available,Semi-detached Duplex,4,4,5,4,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/houses/semi-detached-duplexes/rivers/port-harcourt/3250110-luxury-four-4-bedroom-semi-detached-duplex-with-bq,Luxury Four (4) Bedroom Semi-detached Duplex  With Bq,"12,000,000","Naf Harmony Estate,  G.u Ake Road,  Eliozu, Port Harcourt, Rivers","FOR RENT: 4 Bedroom Semi-Detached Duplex at Naf Harmony Estate,  Port Harcourt.
Features:
Serene Estate
Coperate Security
Ample parking space
1 Rooms BQ
Pantry
Visitors Toilet
All rooms ensuite
POP Ceiling
Screeded walls
Price: 12m per annum
For further enquiries /arrangement for inspection, please contact:
Chioma:08177766334(Call/WhatsApp)
Edikan:08177766339(Call/ WhatsApp)
BLUEHEDGE REALTORS
- Estate agency and Property marketing
- Real estate development and Advisory
- Tel: +2348032065685 (Call/ WhatsApp), +2348177766110-9 (Call/ WhatsApp)
- Email: info@bluehedgerealtors.com
- Website: www.bluehedgerealtors.",3250110,16-Dec-25,Available,Semi-detached Duplex,4,4,5,4,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3252730-luxury-2-bedroom-apartment,Luxury 2 Bedroom Apartment,"600,000,000","Elelewo, Port Harcourt, Rivers","MONTHLY RENT
Luxury  furnished 2bedroom apartment
Location: Elelewo port harcourt
Price: 600k monthly
Caution fee: 100k ( refundable)",3252730,16-Dec-25,Available,Flat / Apartment,2,2,3,2,,,,,,Furnished,,per month
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3252730-luxury-2-bedroom-apartment,Luxury 2 Bedroom Apartment,"600,000,000","Elelewo, Port Harcourt, Rivers","MONTHLY RENT
Luxury  furnished 2bedroom apartment
Location: Elelewo port harcourt
Price: 600k monthly
Caution fee: 100k ( refundable)",3252730,16-Dec-25,Available,Flat / Apartment,2,2,3,2,,,,,,Furnished,,per month
https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/rivers/port-harcourt/3253804-self-contained-apartment,Self Contained Apartment,"350,000","Port Harcourt, Rivers","MONTHLY RENT
Luxury furnished studio apartment
Location: Elelewo, Port Harcourt
Price: ₦350k monthly
Caution fee: ₦50k ( refundable)",3253804,17-Dec-25,Available,Self Contain (Single Rooms),,,,,,,,,,Furnished,,per month
https://nigeriapropertycentre.com/for-rent/flats-apartments/self-contained/rivers/port-harcourt/3253804-self-contained-apartment,Self Contained Apartment,"350,000","Port Harcourt, Rivers","MONTHLY RENT
Luxury furnished studio apartment
Location: Elelewo, Port Harcourt
Price: ₦350k monthly
Caution fee: ₦50k ( refundable)",3253804,17-Dec-25,Available,Self Contain (Single Rooms),,,,,,,,,,Furnished,,per month
https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/rivers/port-harcourt/3035928-4-bedroom-detached-duplex-with-bq-sit-out-lounge,4 Bedroom Detached Duplex With Bq & Sit Out Lounge,"15,000,000","Doxa Road Peter Odili Port Harcourt, Port Harcourt, Rivers","Duplex To Let in Port Harcourt
Detached 4 Bedroom Duplex wxt  BQ
In a serene and secured environment
Location: Peter Odili Road Port Harcourt
Rent; ₦15 million per annum exclusive of other professional charges
For viewing/further inquiries call:
SCALOZIE GLOBAL SERVICES
️ ️ +234803-089-4616, +234907-333-2000
#letting #rent #portharcourt #rentph #realestateforrent #fy #ibomair #duplex #shortlet #airbnb",3035928,16-Dec-25,Available,Detached Duplex,4,5,5,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/rivers/port-harcourt/3035928-4-bedroom-detached-duplex-with-bq-sit-out-lounge,4 Bedroom Detached Duplex With Bq & Sit Out Lounge,"15,000,000","Doxa Road Peter Odili Port Harcourt, Port Harcourt, Rivers","Duplex To Let in Port Harcourt
Detached 4 Bedroom Duplex wxt  BQ
In a serene and secured environment
Location: Peter Odili Road Port Harcourt
Rent; ₦15 million per annum exclusive of other professional charges
For viewing/further inquiries call:
SCALOZIE GLOBAL SERVICES
️ ️ +234803-089-4616, +234907-333-2000
#letting #rent #portharcourt #rentph #realestateforrent #fy #ibomair #duplex #shortlet #airbnb",3035928,16-Dec-25,Available,Detached Duplex,4,5,5,,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3255915-a-spacious-two-bedroom-flat,A Spacious Two Bedroom Flat,"2,500,000","At Mandela Estate Sars Road, Port Harcourt, Rivers",The subject property is a well built Spacious Two (2) bedroom flat; located at Mandela Estate SARS road; a serene environment with Band A power line; the apartment and the compound are very spacious. The available apartment is the up floor.,3255915,16-Dec-25,Available,Flat / Apartment,2,2,3,12,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/3255915-a-spacious-two-bedroom-flat,A Spacious Two Bedroom Flat,"2,500,000","At Mandela Estate Sars Road, Port Harcourt, Rivers",The subject property is a well built Spacious Two (2) bedroom flat; located at Mandela Estate SARS road; a serene environment with Band A power line; the apartment and the compound are very spacious. The available apartment is the up floor.,3255915,16-Dec-25,Available,Flat / Apartment,2,2,3,12,,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/rumuodara/3228474-a-standard-2-bedroom-flat-with-excellent-facilities,A Standard 2 Bedroom Flat With Excellent Facilities,"2,500,000","Off Okporo Road, Rumuodara, Port Harcourt, Rivers","The property is a 4 units of 2 Bedroom flat in a decent neighbourhood, the property has the following features which but not limited to:
Ample sitting rooms with dinning space
Standard kitchen fitted with cabinet
Guest toilet and bathroom
Well ventilated rooms with modern wardrobe
Bathroom is almost ready
All rooms are ensuite
Tastefully decorated pop ceiling
A very decent architectural design
Compound ll be interlock in due course
Enough parking space",3228474,13-Dec-25,Available,Flat / Apartment,2,3,3,4,450 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/flats-apartments/rivers/port-harcourt/rumuodara/3228474-a-standard-2-bedroom-flat-with-excellent-facilities,A Standard 2 Bedroom Flat With Excellent Facilities,"2,500,000","Off Okporo Road, Rumuodara, Port Harcourt, Rivers","The property is a 4 units of 2 Bedroom flat in a decent neighbourhood, the property has the following features which but not limited to:
Ample sitting rooms with dinning space
Standard kitchen fitted with cabinet
Guest toilet and bathroom
Well ventilated rooms with modern wardrobe
Bathroom is almost ready
All rooms are ensuite
Tastefully decorated pop ceiling
A very decent architectural design
Compound ll be interlock in due course
Enough parking space",3228474,13-Dec-25,Available,Flat / Apartment,2,3,3,4,450 sqm,,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/rivers/port-harcourt/rumuahalu/3224476-massive-6-bedroom-duplex-with-2-rooms-boys-quarter,Massive 6 Bedroom Duplex With 2 Rooms Boys Quarter,"8,000,000","Off Nkpolu Junction, Rumuagholu, Rumuahalu, Port Harcourt, Rivers","The property is a well Built 6 Bedroom Duplex with Gatehouse upstairs and extra room
The property has the following features Features:
Ample sitting rooms with modern dining area
All rooms are ensuite with modern amenities
Well finish with modern pop ceiling
Ample parking space
Ante room
Pantry
Gate house
Family lounge
Stamped concrete floor
Constant power supply
Spacious Kitchen etc.
Interior video are available",3224476,28-Nov-25,Available,Detached Duplex,6,7,7,20,900 sqm,900 sqm,,,,,,per annum
https://nigeriapropertycentre.com/for-rent/houses/detached-duplexes/rivers/port-harcourt/rumuahalu/3224476-massive-6-bedroom-duplex-with-2-rooms-boys-quarter,Massive 6 Bedroom Duplex With 2 Rooms Boys Quarter,"8,000,000","Off Nkpolu Junction, Rumuagholu, Rumuahalu, Port Harcourt, Rivers","The property is a well Built 6 Bedroom Duplex with Gatehouse upstairs and extra room
The property has the following features Features:
Ample sitting rooms with modern dining area
All rooms are ensuite with modern amenities
Well finish with modern pop ceiling
Ample parking space
Ante room
Pantry
Gate house
Family lounge
Stamped concrete floor
Constant power supply
Spacious Kitchen etc.
Interior video are available",3224476,28-Nov-25,Available,Detached Duplex,6,7,7,20,900 sqm,900 sqm,,,,,,per annum
